Theme,Level 2,Level 3,Name,Key,Units,CDID,,,,,,,,,,,,,,,,,Link,Notes
"People, Population and Community",Health and Social Care,Conditions and Diseases,Number of newly diagnosed cancers,Y,number,RAID89,"People,PopulationandCommunity",PeoplePopulationandCommunity,HealthandSocialCare,HealthandSocialCare,ConditionsandDiseases,ConditionsandDiseases,ConditionsandDiseases,ConditionsandDiseases,/PeoplePopulationandCommunity/HealthandSocialCare/timeseries/RAID89,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID89,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID89,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID89,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid89,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid89,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid89,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid89,http://www.ons.gov.uk/ons/rel/vsob1/cancer-statistics-registrations--england--series-mb1-/no--43--2012/rft-cancer-registration-statistics.xls,
"People, Population and Community",Health and Social Care,Conditions and Diseases,Deaths from MRSA,N,number,RAID92,"People,PopulationandCommunity",PeoplePopulationandCommunity,HealthandSocialCare,HealthandSocialCare,ConditionsandDiseases,ConditionsandDiseases,ConditionsandDiseases,ConditionsandDiseases,/PeoplePopulationandCommunity/HealthandSocialCare/timeseries/RAID92,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID92,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID92,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID92,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid92,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid92,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid92,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid92,http://www.ons.gov.uk/ons/rel/subnational-health2/deaths-involving-mrsa/2008-to-2012/rft-table-1.xls,
"People, Population and Community",Health and Social Care,Conditions and Diseases,Deaths Involving Clostridium difficile,N,number,RAID93,"People,PopulationandCommunity",PeoplePopulationandCommunity,HealthandSocialCare,HealthandSocialCare,ConditionsandDiseases,ConditionsandDiseases,ConditionsandDiseases,ConditionsandDiseases,/PeoplePopulationandCommunity/HealthandSocialCare/timeseries/RAID93,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID93,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID93,/PeoplePopulationandCommunity/HealthandSocialCare/ConditionsandDiseases/timeseries/RAID93,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid93,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid93,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid93,/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/timeseries/raid93,http://www.ons.gov.uk/ons/rel/subnational-health2/deaths-involving-clostridium-difficile/2012/reference-tables.xls,
"People, Population and Community",Crime and Justice,,Crimes recorded by police,Y,000's,RAID62,"People,PopulationandCommunity",PeoplePopulationandCommunity,CrimeandJustice,CrimeandJustice,,,,,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID62,/PeoplePopulationandCommunity/CrimeandJustice//timeseries/RAID62,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID62,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID62,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid62,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid62,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid62,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid62,http://www.ons.gov.uk/ons/rel/crime-stats/crime-statistics/period-ending-march-2014/rft-table-1.xls,
"People, Population and Community",Crime and Justice,,Incidents of anti-social behaviour,N,000's,RAID63,"People,PopulationandCommunity",PeoplePopulationandCommunity,CrimeandJustice,CrimeandJustice,,,,,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID63,/PeoplePopulationandCommunity/CrimeandJustice//timeseries/RAID63,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID63,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID63,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid63,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid63,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid63,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid63,http://www.ons.gov.uk/ons/rel/crime-stats/crime-statistics/period-ending-march-2014/rft-table-1.xls,
"People, Population and Community",Crime and Justice,,Crimes against households,N,000's,RAID64,"People,PopulationandCommunity",PeoplePopulationandCommunity,CrimeandJustice,CrimeandJustice,,,,,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID64,/PeoplePopulationandCommunity/CrimeandJustice//timeseries/RAID64,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID64,/PeoplePopulationandCommunity/CrimeandJustice/timeseries/RAID64,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid64,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid64,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid64,/peoplepopulationandcommunity/crimeandjustice/timeseries/raid64,http://www.ons.gov.uk/ons/rel/crime-stats/crime-statistics/period-ending-march-2014/rft-table-1.xls,
"People, Population and Community",Cultural Identity,Ethnicity,White: English/Welsh/Scottish/Northern Irish/British,Y,%,RAID65,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Ethnicity,Ethnicity,Ethnicity,Ethnicity,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID65,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID65,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID65,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID65,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid65,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid65,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid65,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid65,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks201ew.xls,
"People, Population and Community",Cultural Identity,Ethnicity,Mixed/ Multiple Ethnic Groups,N,%,RAID66,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Ethnicity,Ethnicity,Ethnicity,Ethnicity,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID66,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID66,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID66,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID66,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid66,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid66,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid66,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid66,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks201ew.xls,
"People, Population and Community",Cultural Identity,Ethnicity,Asian/Asian British,N,%,RAID67,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Ethnicity,Ethnicity,Ethnicity,Ethnicity,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID67,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID67,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID67,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID67,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid67,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid67,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid67,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid67,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks201ew.xls,
"People, Population and Community",Cultural Identity,Ethnicity,Black/African/Caribbean/Black British,N,%,RAID68,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Ethnicity,Ethnicity,Ethnicity,Ethnicity,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID68,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID68,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID68,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID68,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid68,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid68,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid68,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid68,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks201ew.xls,
"People, Population and Community",Cultural Identity,Ethnicity,Other Ethnic Group,N,%,RAID69,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Ethnicity,Ethnicity,Ethnicity,Ethnicity,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID69,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID69,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID69,/PeoplePopulationandCommunity/CulturalIdentity/Ethnicity/timeseries/RAID69,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid69,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid69,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid69,/peoplepopulationandcommunity/culturalidentity/ethnicity/timeseries/raid69,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks201ew.xls,
"People, Population and Community",Cultural Identity,Sexuality,"Adults identifying themselves as Gay, Lesbian or Bisexual",Y,%,RAID81,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Sexuality,Sexuality,Sexuality,Sexuality,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID81,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID81,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID81,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID81,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid81,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid81,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid81,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid81,http://www.ons.gov.uk/ons/rel/integrated-household-survey/integrated-household-survey/april-2011-to-march-2012/prt-2-sexual-identity-by-age-group.xls,Data only available in bulletin (link to table download)
"People, Population and Community",Cultural Identity,Sexuality,Heterosexual / Straight,N,%,RAID82,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Sexuality,Sexuality,Sexuality,Sexuality,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID82,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID82,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID82,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID82,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid82,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid82,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid82,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid82,http://www.ons.gov.uk/ons/rel/integrated-household-survey/integrated-household-survey/april-2011-to-march-2012/prt-2-sexual-identity-by-age-group.xls,Data only available in bulletin
"People, Population and Community",Cultural Identity,Sexuality,Gay / Lesbian,N,%,RAID83,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Sexuality,Sexuality,Sexuality,Sexuality,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID83,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID83,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID83,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID83,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid83,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid83,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid83,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid83,http://www.ons.gov.uk/ons/rel/integrated-household-survey/integrated-household-survey/april-2011-to-march-2012/prt-2-sexual-identity-by-age-group.xls,Data only available in bulletin
"People, Population and Community",Cultural Identity,Sexuality,Bisexual,N,%,RAID84,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Sexuality,Sexuality,Sexuality,Sexuality,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID84,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID84,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID84,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID84,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid84,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid84,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid84,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid84,http://www.ons.gov.uk/ons/rel/integrated-household-survey/integrated-household-survey/april-2011-to-march-2012/prt-2-sexual-identity-by-age-group.xls,Data only available in bulletin
"People, Population and Community",Cultural Identity,Sexuality,Other,N,%,RAID85,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Sexuality,Sexuality,Sexuality,Sexuality,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID85,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID85,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID85,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID85,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid85,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid85,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid85,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid85,http://www.ons.gov.uk/ons/rel/integrated-household-survey/integrated-household-survey/april-2011-to-march-2012/prt-2-sexual-identity-by-age-group.xls,Data only available in bulletin
"People, Population and Community",Cultural Identity,Sexuality,Don't know / Refusal,N,%,RAID86,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Sexuality,Sexuality,Sexuality,Sexuality,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID86,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID86,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID86,/PeoplePopulationandCommunity/CulturalIdentity/Sexuality/timeseries/RAID86,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid86,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid86,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid86,/peoplepopulationandcommunity/culturalidentity/sexuality/timeseries/raid86,http://www.ons.gov.uk/ons/rel/integrated-household-survey/integrated-household-survey/april-2011-to-march-2012/prt-2-sexual-identity-by-age-group.xls,Data only available in bulletin
"People, Population and Community",Cultural Identity,Religion,Christian ,Y,number,RAID74,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID74,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID74,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID74,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID74,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid74,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid74,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid74,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid74,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Religion,No religion,N,number,RAID75,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID75,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID75,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID75,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID75,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid75,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid75,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid75,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid75,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Religion,Muslim,N,number,RAID76,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID76,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID76,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID76,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID76,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid76,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid76,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid76,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid76,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Religion,Hindu,N,number,RAID77,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID77,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID77,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID77,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID77,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid77,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid77,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid77,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid77,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Religion,Sikh,N,number,RAID78,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID78,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID78,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID78,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID78,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid78,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid78,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid78,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid78,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Religion,Jewish,N,number,RAID79,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID79,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID79,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID79,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID79,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid79,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid79,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid79,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid79,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Religion,Buddhist,N,number,RAID80,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Religion,Religion,Religion,Religion,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID80,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID80,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID80,/PeoplePopulationandCommunity/CulturalIdentity/Religion/timeseries/RAID80,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid80,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid80,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid80,/peoplepopulationandcommunity/culturalidentity/religion/timeseries/raid80,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-for-local-authorities-in-england-and-wales/rft-table-ks209ew.xls,
"People, Population and Community",Cultural Identity,Language,English as main language,Y,%,RAID70,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Language,Language,Language,Language,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID70,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID70,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID70,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID70,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid70,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid70,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid70,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid70,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rft-qs204ew.xls,
"People, Population and Community",Cultural Identity,Language,English as main language,N,million,RAID71,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Language,Language,Language,Language,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID71,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID71,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID71,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID71,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid71,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid71,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid71,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid71,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rft-qs204ew.xls,
"People, Population and Community",Cultural Identity,Language,English not main language,N,%,RAID72,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Language,Language,Language,Language,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID72,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID72,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID72,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID72,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid72,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid72,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid72,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid72,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rft-qs204ew.xls,
"People, Population and Community",Cultural Identity,Language,English not main language,N,million,RAID73,"People,PopulationandCommunity",PeoplePopulationandCommunity,CulturalIdentity,CulturalIdentity,Language,Language,Language,Language,/PeoplePopulationandCommunity/CulturalIdentity/timeseries/RAID73,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID73,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID73,/PeoplePopulationandCommunity/CulturalIdentity/Language/timeseries/RAID73,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid73,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid73,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid73,/peoplepopulationandcommunity/culturalidentity/language/timeseries/raid73,http://www.ons.gov.uk/ons/rel/census/2011-census/key-statistics-and-quick-statistics-for-wards-and-output-areas-in-england-and-wales/rft-qs204ew.xls,
"People, Population and Community",Elections,,Parliamentary electors ,Y,number,RAID87,"People,PopulationandCommunity",PeoplePopulationandCommunity,Elections,Elections,,,,,/PeoplePopulationandCommunity/Elections/timeseries/RAID87,/PeoplePopulationandCommunity/Elections//timeseries/RAID87,/PeoplePopulationandCommunity/Elections/timeseries/RAID87,/PeoplePopulationandCommunity/Elections/timeseries/RAID87,/peoplepopulationandcommunity/elections/timeseries/raid87,/peoplepopulationandcommunity/elections/timeseries/raid87,/peoplepopulationandcommunity/elections/timeseries/raid87,/peoplepopulationandcommunity/elections/timeseries/raid87,http://www.ons.gov.uk/ons/rel/pop-estimate/electoral-statistics-for-uk/2013/rft---2013-uk-electoral-statistics-unformatted.xls,
"People, Population and Community",Elections,,European / local government electors ,N,number,RAID88,"People,PopulationandCommunity",PeoplePopulationandCommunity,Elections,Elections,,,,,/PeoplePopulationandCommunity/Elections/timeseries/RAID88,/PeoplePopulationandCommunity/Elections//timeseries/RAID88,/PeoplePopulationandCommunity/Elections/timeseries/RAID88,/PeoplePopulationandCommunity/Elections/timeseries/RAID88,/peoplepopulationandcommunity/elections/timeseries/raid88,/peoplepopulationandcommunity/elections/timeseries/raid88,/peoplepopulationandcommunity/elections/timeseries/raid88,/peoplepopulationandcommunity/elections/timeseries/raid88,http://www.ons.gov.uk/ons/rel/pop-estimate/electoral-statistics-for-uk/2013/rft---2013-uk-electoral-statistics-unformatted.xls,
